,A_0.wav_reconstruction_leakage_distraction_mean,A_0.wav_reconstruction_leakage_distraction_std,A_0.wav_reconstruction_leakage_contrast_mean,A_0.wav_reconstruction_leakage_contrast_std,A_0.wav_target_result_pesq_mean,A_0.wav_target_result_pesq_std,A_0.wav_target_reconstruction_pesq_mean,A_0.wav_target_reconstruction_pesq_std,A_0.wav_target_result_stoi_mean,A_0.wav_target_result_stoi_std,A_0.wav_target_reconstruction_stoi_mean,A_0.wav_target_reconstruction_stoi_std,A_0.wav_target_result_siib_mean,A_0.wav_target_result_siib_std,A_0.wav_target_reconstruction_siib_mean,A_0.wav_target_reconstruction_siib_std,A_0.wav_target_result_mse_mean,A_0.wav_target_result_mse_std,A_0.wav_target_reconstruction_mse_mean,A_0.wav_target_reconstruction_mse_std,A_1.wav_reconstruction_leakage_distraction_mean,A_1.wav_reconstruction_leakage_distraction_std,A_1.wav_reconstruction_leakage_contrast_mean,A_1.wav_reconstruction_leakage_contrast_std,A_1.wav_target_result_pesq_mean,A_1.wav_target_result_pesq_std,A_1.wav_target_reconstruction_pesq_mean,A_1.wav_target_reconstruction_pesq_std,A_1.wav_target_result_stoi_mean,A_1.wav_target_result_stoi_std,A_1.wav_target_reconstruction_stoi_mean,A_1.wav_target_reconstruction_stoi_std,A_1.wav_target_result_siib_mean,A_1.wav_target_result_siib_std,A_1.wav_target_reconstruction_siib_mean,A_1.wav_target_reconstruction_siib_std,A_1.wav_target_result_mse_mean,A_1.wav_target_result_mse_std,A_1.wav_target_reconstruction_mse_mean,A_1.wav_target_reconstruction_mse_std,B_0.wav_reconstruction_leakage_distraction_mean,B_0.wav_reconstruction_leakage_distraction_std,B_0.wav_reconstruction_leakage_contrast_mean,B_0.wav_reconstruction_leakage_contrast_std,B_0.wav_target_result_pesq_mean,B_0.wav_target_result_pesq_std,B_0.wav_target_reconstruction_pesq_mean,B_0.wav_target_reconstruction_pesq_std,B_0.wav_target_result_stoi_mean,B_0.wav_target_result_stoi_std,B_0.wav_target_reconstruction_stoi_mean,B_0.wav_target_reconstruction_stoi_std,B_0.wav_target_result_siib_mean,B_0.wav_target_result_siib_std,B_0.wav_target_reconstruction_siib_mean,B_0.wav_target_reconstruction_siib_std,B_0.wav_target_result_mse_mean,B_0.wav_target_result_mse_std,B_0.wav_target_reconstruction_mse_mean,B_0.wav_target_reconstruction_mse_std,B_1.wav_reconstruction_leakage_distraction_mean,B_1.wav_reconstruction_leakage_distraction_std,B_1.wav_reconstruction_leakage_contrast_mean,B_1.wav_reconstruction_leakage_contrast_std,B_1.wav_target_result_pesq_mean,B_1.wav_target_result_pesq_std,B_1.wav_target_reconstruction_pesq_mean,B_1.wav_target_reconstruction_pesq_std,B_1.wav_target_result_stoi_mean,B_1.wav_target_result_stoi_std,B_1.wav_target_reconstruction_stoi_mean,B_1.wav_target_reconstruction_stoi_std,B_1.wav_target_result_siib_mean,B_1.wav_target_result_siib_std,B_1.wav_target_reconstruction_siib_mean,B_1.wav_target_reconstruction_siib_std,B_1.wav_target_result_mse_mean,B_1.wav_target_result_mse_std,B_1.wav_target_reconstruction_mse_mean,B_1.wav_target_reconstruction_mse_std
per,7.537085116579611,4.713470748403974,13.28966459403638,0.6437326923690758,3.209790269533793,0.25119207604899785,3.3750786185264587,0.2655307914356513,0.9478088013363829,0.007226835177607582,0.9556039393667786,0.006856985391300308,1120.9870265651339,58.09344358271778,1245.7510815274488,37.778472695628125,-5.521885112962501,0.6056092210053148,-5.866980369156395,0.6715561160943162,8.27239970358153,4.628105659263792,13.515275147266864,0.5726355590315837,3.034172475337982,0.1615772100681614,3.2307421366373696,0.1912100915123438,0.9317886049064311,0.006883061892064557,0.9387986318937919,0.006966443823308577,1103.766554872397,56.922919211626095,1257.8077836590085,35.13120012615536,-4.909805370673329,0.5001650251874867,-5.2019682495081065,0.535417729402826,9.826602390225903,4.905419139755873,11.744376354209555,0.7141265789486404,3.12337859471639,0.19596774172417275,3.3742698431015015,0.21956394934595114,0.9395027460325552,0.006026456884973053,0.9493672679810832,0.00573561818059487,1072.3903938016308,51.185799408927494,1263.593886516192,32.44895766651052,-4.360608796276693,0.3744025621719118,-4.715860157645587,0.40465914792407975,5.679703696257907,4.371969961590897,14.483038473018809,0.47099821557251076,3.25127641359965,0.1782147821309965,3.403364062309265,0.18865405785463674,0.9534128870536845,0.004574309738527682,0.95846635335691,0.004342315689233045,1160.08340371603,57.08120583189657,1273.3175038009626,37.89512997722818,-4.924501628814823,0.5439634593936828,-5.182263422907372,0.5653628670300019
ref,7.796483891060949,6.039547293767152,18.377241845538396,0.48262332372765826,2.6588863730430603,0.18679643527668688,4.162234961986542,0.08774520123508633,0.9495274056835018,0.008549418305750178,0.9926898693209799,0.0016936519380450488,930.9673359866797,147.09634406409072,1322.0337750792169,12.452254176553879,-15.745482124767205,0.40854883774010187,-18.765729115754397,0.3767936002859571,14.088002437034604,7.824580824103087,14.993556161748627,0.9185374402096258,2.570202906926473,0.12213651377416301,4.066264390945435,0.05471744601450279,0.9432938211798447,0.00738567270133117,0.9898284417801957,0.0011853935107124514,862.0550180393902,144.6028806307453,1305.375560229919,32.53903254980423,-12.279304202770978,0.7830513125256857,-15.402977373671701,1.1819225265149624,22.686832711151016,8.766764547701236,11.740607766163649,0.907645482914873,2.337861955165863,0.13068801988427792,3.905326247215271,0.0895315314186016,0.9094288796915998,0.010561271962254981,0.9817613107144085,0.0030641349779593208,745.8627605298421,138.4745151244988,1284.1368660652834,44.50152256216211,-9.66439614354116,0.5707056270216064,-12.768453768849378,0.7734797368186985,6.204635976336323,5.536562456672248,19.190413231259644,0.508973421111687,2.8703038692474365,0.18355676256514375,4.29710332552592,0.04838085868672337,0.9592078335361425,0.007603723433347254,0.9924465664038592,0.0018269665694512494,1034.0164067075664,139.1417249194783,1332.6173139409266,3.7099280005554647,-16.428180280328625,0.5835918757866558,-19.46332776977002,0.819745197863174
