samples,audio
28000,2124.640700935828
28001,1282.2255052896219
28002,1164.812867722049
28003,796.4012786707342
28004,-26.0107893499071
28005,-220.42488121577776
28006,-842.8425586490118
28007,-1128.265399662931
28008,-1451.6949979962915
28009,-1437.1329625370854
28010,-1846.5809167361613
28011,-1746.0404980109306
28012,-1036.5133571394538
28013,-1179.001157645179
28014,-1211.5055751726268
28015,-101.02829685431925
28016,446.42897933073857
28017,701.864545206739
28018,1218.2766830585915
28019,1404.6636662969818
28020,2009.0237601306562
28021,2076.3552222456065
28022,1666.6563034908438
28023,1087.9252485704387
28024,1471.1602967415115
28025,1119.3596825178408
28026,90.52163637877607
28027,-221.35561451688068
28028,122.72615438765968
28029,-377.2348342299631
28030,-1240.24035884438
28031,-1477.2921983519204
28032,-1467.3921313366566
28033,-1781.5419353333664
28034,-2536.74338608771
28035,-2792.9982568139203
28036,-2429.308317450291
28037,-2510.67533391273
28038,-2495.101067346657
28039,-2792.587273377496
28040,-2274.13570136001
28041,-1682.7480936267277
28042,-1858.426184735673
28043,-1747.1717007176296
28044,-1305.9863583231518
28045,-783.8718642695138
28046,-1001.8299144877969
28047,-748.862193370292
28048,-967.9703730183969
28049,-1049.1561124911796
28050,-692.4210570547654
28051,-913.7668374327117
28052,-1463.195069057522
28053,-1514.7073513234484
28054,-1062.3052668407367
28055,-1226.9903806914529
28056,-1532.764239687035
28057,-1126.6283716277285
28058,-817.5842845640419
28059,-427.6334660603777
28060,560.222617539006
28061,2179.9825218415385
28062,1484.644825135219
28063,1849.2081291146674
28064,4399.67105960414
28065,3903.0322672773236
28066,3043.2904283736925
28067,4627.44424541121
28068,5708.492447895111
28069,5014.433793022537
28070,4479.26706638274
28071,5425.991082652547
28072,5138.604686286795
28073,3654.1067522034
28074,3835.496186462715
28075,2601.7719269407917
28076,1231.9329439962057
28077,646.97824113001
28078,25.90685563843499
28079,-1207.282140742093
28080,-1114.5896411980557
28081,-2185.016503210528
28082,-2665.563547935857
28083,-2889.2315595958316
28084,-2820.0212848777996
28085,-3092.9334323452135
28086,-2924.968671859058
28087,-2596.127634010657
28088,-1592.410909566288
28089,-1091.819048924133
28090,410.64743841600045
28091,896.9880843696955
28092,1203.2024627712194
28093,3077.2901898626305
28094,2990.250924768228
28095,2159.0843699538973
28096,3026.790271670907
28097,3433.368420383686
28098,2060.818651181161
28099,1160.140844171196
28100,1555.3349248577267
28101,1502.4008645001522
28102,-298.6613195454154
28103,-790.851563503446
28104,-1499.169756875222
28105,-2155.61574215437
28106,-3134.189314562045
28107,-4314.890221802124
28108,-4537.718163836714
28109,-4274.672792682291
28110,-4417.753712226768
28111,-5257.960478067687
28112,-4798.29259737184
28113,-3424.7495287564843
28114,-3744.3306821923697
28115,-3809.0354189287223
28116,-2463.863051440323
28117,-1773.8128433968104
28118,-1128.8840096542583
28119,-356.07571626914205
28120,310.6129194652981
28121,89.18282896024903
28122,747.6349922500863
28123,771.9704378887218
28124,-93.80975717642673
28125,-768.704467752797
28126,297.28747942670793
28127,-589.8326944890691
28128,-1712.063720684396
28129,-948.4042829134712
28130,-957.8530177590809
28131,-1686.408514912957
28132,-1314.0693174776989
28133,-76.83392229010178
28134,1024.2992197342635
28135,-219.6682967646159
28136,542.2651680222223
28137,3142.1012986653814
28138,3049.8418240692063
28139,2010.4885170234875
28140,3633.0431937349244
28141,5383.507713338529
28142,4653.883977389143
28143,4498.173929333227
28144,5019.379553961059
28145,6203.50287683951
28146,4301.5459637255135
28147,4650.510919960404
28148,3872.3998898451837
28149,2892.2150559969114
28150,1685.9586386862688
28151,1307.6328951564471
28152,-420.7598810765712
28153,-250.2173609422066
28154,-1960.7371805518815
28155,-2253.3169419539
28156,-2947.9542139065543
28157,-2833.646532669318
28158,-3382.3914028120334
28159,-3389.1862980419955
28160,-3370.0286620488005
28161,-2196.915909366858
28162,-1669.8454262554253
28163,-717.8145715960046
28164,-420.8206778069917
28165,43.13894822461724
28166,2229.0670241946227
28167,1891.9662914163048
28168,1694.8395138385974
28169,3000.689477047948
28170,3536.5189872540827
28171,2000.3308702599243
28172,1994.1279704159028
28173,2091.9131495589013
28174,1926.6892859361303
28175,145.459273114207
28176,-16.77398112625133
28177,-925.0075559102079
28178,-2007.2385184016048
28179,-3089.463924950239
28180,-4139.680822251719
28181,-5133.886248520116
28182,-5042.077234672869
28183,-5587.250805527517
28184,-6127.403981009783
28185,-5479.533777372489
28186,-4955.637208424794
28187,-4796.711286771188
28188,-4729.753025059661
28189,-2966.7594372384733
28190,-2595.727539820863
28191,-2120.654353157066
28192,-1019.5369027129475
28193,-170.3722203545558
28194,-251.15734563787555
28195,403.11067289695393
28196,947.43477642771
28197,684.8178945492168
28198,482.2629439703146
28199,1022.7728272094664
28200,416.3504312897958
28201,-313.0013735656098
28202,77.72026476265842
