samples,audio
28000,2258.471612133114
28001,1605.2405952757267
28002,1495.9948150762175
28003,907.7339083548919
28004,47.457506190113236
28005,-118.83476596512492
28006,-1050.143288161376
28007,-1286.4684458257384
28008,-1642.8106296297633
28009,-1892.1702353523665
28010,-2414.547663737824
28011,-2032.9433203489652
28012,-1483.357615415656
28013,-1827.7909636786894
28014,-1555.2437842291813
28015,-279.7165003435899
28016,122.790460685521
28017,605.2766677228774
28018,1504.7416859679151
28019,1504.1850771361153
28020,2329.606399644128
28021,2791.0052087985637
28022,2249.381056988341
28023,1510.7334938804374
28024,2270.062066618946
28025,1956.3663200272877
28026,503.64579681346373
28027,241.9000377782222
28028,675.1285820259977
28029,-162.66903282149087
28030,-1168.4932704091088
28031,-1525.344595429765
28032,-1711.223473403567
28033,-2097.13037045479
28034,-2893.0657530867634
28035,-3467.0300879547694
28036,-3022.023841637043
28037,-2869.0474804039623
28038,-2950.101469985495
28039,-3441.1862753369646
28040,-2454.302360403186
28041,-1631.4501878810215
28042,-2010.6302189803828
28043,-1713.8429131837124
28044,-827.0887280039566
28045,-229.36811874102636
28046,-566.6815382367535
28047,-110.02943662832809
28048,-171.41226110020693
28049,-429.83045563445955
28050,-37.28446075953002
28051,-305.77471329738614
28052,-956.3016461090124
28053,-1171.8656878382185
28054,-828.4672626537136
28055,-1142.1067899894142
28056,-1657.7846842829395
28057,-1404.5013547122599
28058,-1226.257204930458
28059,-1076.0526327985758
28060,-130.88803011650953
28061,1590.2362176480615
28062,614.3197316327296
28063,1025.362139855416
28064,3778.3630774914136
28065,3408.3221871524092
28066,2492.239119167455
28067,4380.113531865869
28068,5561.9450918619805
28069,5072.733474341667
28070,4831.478363350581
28071,5733.179452083986
28072,5434.836443178045
28073,4250.449049002467
28074,4490.016991954312
28075,2743.540004752785
28076,1511.0178307348494
28077,1087.4502241514215
28078,-140.1630495360605
28079,-1596.8222133589466
28080,-1104.5274785448091
28081,-2769.2790442212754
28082,-3713.077097120503
28083,-3561.921811284621
28084,-3466.813347772394
28085,-4326.751854367404
28086,-3923.7374652880735
28087,-3245.770300899805
28088,-2441.8504674295355
28089,-1827.97805668302
28090,362.8468542348629
28091,700.6242031964589
28092,1153.3539433240674
28093,3761.0360432587245
28094,3728.670487424751
28095,2773.2572762897653
28096,4189.796426619852
28097,4837.287971729585
28098,3093.731961726611
28099,2411.1284637504837
28100,2966.4775622054512
28101,2420.7793589869225
28102,468.0339737012914
28103,207.2415438788571
28104,-1233.5977748204527
28105,-2175.4838084088174
28106,-2983.416364379994
28107,-4481.395231526774
28108,-5382.420179766659
28109,-4704.490959975984
28110,-4739.607303832696
28111,-6115.768923667989
28112,-5579.975512326967
28113,-3515.226743038501
28114,-4103.522269294408
28115,-4120.861724738075
28116,-2255.2447230626417
28117,-1528.6708579187953
28118,-838.1397028322483
28119,337.34918886905325
28120,941.7962841179692
28121,548.2020701614392
28122,1488.567054603991
28123,1446.8917654415136
28124,124.17675108531785
28125,-529.5774196234707
28126,505.6298425908735
28127,-914.2008525660895
28128,-2016.0688749731958
