fr,tq,tx,dq,dx,x
18510.0,117.78674969258515,117.94463387658813,2.6873906968606895e-05,2.6389830464447533e-05,-239.38217675194386
18515.0,117.91356718779053,118.07142565856036,2.6484387567653788e-05,2.6007404421127077e-05,-241.29702995225495
18520.0,118.04044731418341,118.19828009305647,2.610032578942453e-05,2.5630335397329176e-05,-239.48840713412557
18525.0,118.16739018287274,118.32519729270024,2.5721647660013168e-05,2.5258550796907078e-05,-242.40937611073196
18530.0,118.29439592650807,118.45217739164883,2.5348280114352637e-05,2.4891978915532666e-05,-248.8877019008873
18535.0,118.42146469919295,118.57922054550502,2.4980150988619473e-05,2.453054893324495e-05,-251.7868646321076
18540.0,118.54859667638529,118.7063269312169,2.4617189012615267e-05,2.417419090697556e-05,-244.6933654999214
18545.0,118.67579205478626,118.83349674696572,2.4259323802124158e-05,2.3822835763050617e-05,-246.41332409082173
18550.0,118.80305105221478,118.96073021203954,2.390648585125475e-05,2.347641528967723e-05,-245.6139043377624
18555.0,118.93037390747173,119.08802756669652,2.3558606524757316e-05,2.3134862129405608e-05,-252.6975867546347
18560.0,119.05776088018915,119.2153890720134,2.3215618050331e-05,2.279810977158125e-05,-245.37892470500168
18565.0,119.18521225066961,119.3428150097238,2.2877453510908438e-05,2.2466092544774915e-05,-244.67090477312308
18570.0,119.31272831971248,119.4703056820438,2.2544046836929114e-05,2.213874560920141e-05,-249.82107793478968
18575.0,119.44030940842794,119.59786141148516,2.221533279860016e-05,2.181600494912594e-05,-240.7843852230036
18580.0,119.56795585804055,119.72548254065785,2.189124699814313e-05,2.1497807365256692e-05,-255.69944992477593
18585.0,119.69566802968025,119.85316943206058,2.1571725862032634e-05,2.118409046712926e-05,-252.05507450239907
18590.0,119.82344630416219,119.98092246785957,2.1256706633226892e-05,2.0874792665483155e-05,-246.86881052908927
18595.0,119.9512910817564,120.10874204965761,2.0946127363388806e-05,2.0569853164628808e-05,-246.5590482103762
18600.0,120.07920278194545,120.23662859825095,2.063992690510428e-05,2.0269211954811953e-05,-242.64655127563924
18605.0,120.20718184317226,120.36458255337631,2.0338044904095403e-05,1.9972809804572813e-05,-248.88715203960652
18610.0,120.33522872257686,120.49260437344705,2.004042179143253e-05,1.968058825310414e-05,-257.8892661956995
18615.0,120.46334389572371,120.6206945352797,1.9746998775744395e-05,1.939248960260733e-05,-248.14702382869433
18620.0,120.59152785631912,120.74885353381075,1.9457717835429333e-05,1.9108456910649497e-05,-248.43340740423378
18625.0,120.71978111591734,120.87708188180208,1.9172521710872998e-05,1.8828433982526924e-05,-251.47513220547518
18630.0,120.84810420362004,121.00538010953981,1.8891353896664116e-05,1.855236536362653e-05,-248.95712622665246
18635.0,120.97649766576436,121.13374876452173,1.8614158633821555e-05,1.828019633179837e-05,-253.11338130631304
18640.0,121.10496206560316,121.262188411137,1.8340880902026647e-05,1.8011872889733314e-05,-254.22468614071983
18645.0,121.23349798297619,121.39069963033661,1.8071466411866188e-05,1.7747341757351058e-05,-252.93085473435661
18650.0,121.36210601397343,121.51928301929638,1.7805861597084816e-05,1.748655036419744e-05,-242.9989476379567
18655.0,121.49078677059046,121.64793919107166,1.75440136068507e-05,1.7229446841854673e-05,-247.20630961825907
18660.0,121.61954088037471,121.77666877424306,1.7285870298037925e-05,1.6975980016368e-05,-246.56754105699912
18665.0,121.74836898606662,121.90547241255726,1.7031380227520036e-05,1.6726099400683247e-05,-257.42747533690243
18670.0,121.87727174523164,122.03435076455834,1.6780492644485324e-05,1.6479755187105703e-05,-256.4239853452361
18675.0,122.00624982988676,122.1633045032141,1.6533157482768487e-05,1.6236898239775036e-05,-245.55922655005787
18680.0,122.13530392611858,122.2923343155336,1.6289325353206673e-05,1.5997480087164138e-05,-250.09496459716422
18685.0,122.26443473369788,122.42144090218122,1.6048947536012834e-05,1.5761452914594904e-05,-247.1003995696201
18690.0,122.39364296568641,122.5506249770833,1.58119759731762e-05,1.552876955678068e-05,-250.2836644914296
18695.0,122.5229293480374,122.67988726702815,1.5578363260889636e-05,1.5299383490394995e-05,-277.195094484929
18700.0,122.65229461919304,122.80922851126331,1.534806264199945e-05,1.5073248826662386e-05,-249.09940566195468
18705.0,122.7817395296754,122.93864946108599,1.5121027998487053e-05,1.4850320303980462e-05,-246.42322603406
18710.0,122.91126484167224,123.06815087942877,1.4897213843980777e-05,1.4630553280571508e-05,-247.693478767533
18715.0,123.04087132861955,123.19773354044187,1.467657531629724e-05,1.4413903727163144e-05,-257.0911913797846
18720.0,123.17055977477963,123.32739822907085,1.445906817001656e-05,1.4200328219702171e-05,-261.6726570139463
18725.0,123.30033097481555,123.45714574063099,1.4244648769091283e-05,1.3989783932101499e-05,-247.2023524744086
18730.0,123.43018573336057,123.5869768803765,1.40332740794937e-05,1.3782228629024771e-05,-246.4429230284764
18735.0,123.56012486458715,123.71689246306926,1.3824901661895689e-05,1.3577620658702874e-05,-247.86819883395322
18740.0,123.69014919177125,123.84689331254316,1.3619489664389827e-05,1.3375918945790993e-05,-252.16663504283963
18745.0,123.82025954685369,123.97698026126513,1.3416996815251064e-05,1.3177082984265441e-05,-249.1762815582756
18750.0,123.95045677000063,124.10715414989559,1.3217382415736766e-05,1.2981072830358182e-05,-250.72491882621676
18755.0,124.08074170916134,124.23741582684629,1.3020606332930308e-05,1.2787849095534065e-05,-251.6819904256746
18760.0,124.2111152196247,124.36776614783645,1.282662899262766e-05,1.2597372939510294e-05,-246.4040720560164
18765.0,124.3415781635727,124.49820597544644,1.2635411372270585e-05,1.2409606063321625e-05,-247.91471433972254
18770.0,124.47213140963564,124.62873617867295,1.2446914993921672e-05,1.222451070242663e-05,-251.4400638240059
